SYMBOL	1_08_AD-F	10_11_AD-F	11_12_Normal-M	26_05_Normal-M	39_08_AD-M	39_10_AD-M	4_05_Normal-M
SSPN	10.22758769	10.00064842	8.959745238	9.665236024	9.383777342	9.931989023	9.092180743
EIF3J	9.679537284	9.780553236	9.601976707	9.546460549	9.434690651	9.636557224	9.766466995
SRGAP3	9.175152269	9.839126164	8.97738545	9.195508117	10.08958223	9.598899744	10.05828332
PIK3CB	9.427930426	9.598113005	9.397841368	9.154443379	9.882692723	9.492132755	10.32818192
AKAP9	9.464855829	9.785737685	9.143339226	9.492605895	9.755397082	9.806729282	9.805303811
SMOC1	9.792297476	9.94580955	9.384334169	10.06169743	10.10535588	10.28647205	8.998323395
MLLT4	9.592122193	9.709609827	9.418183592	10.07607567	9.649443421	9.79603821	9.658416404
NADK2	9.654694206	9.764267158	9.608400996	10.05101175	9.431109428	9.900984084	9.523763725
FAM102B	8.895850572	9.374461063	9.370851556	9.258591041	9.632062865	9.030088997	10.58436586
GSTM2	9.708577294	9.338917246	9.135949063	9.633054254	9.371546896	9.465845912	9.54730777
PCDH17	9.474945395	9.871721405	9.43085956	9.452341112	9.65939084	9.677793587	9.674364422
RELN	9.492641368	10.11451074	10.11312763	8.512270731	9.964912835	9.313260847	9.751603682
FOXN3	9.840242824	9.764843729	9.933266699	9.884949646	9.711716445	9.697352521	9.184279739
TERF1	9.408761341	9.626706534	9.699323086	9.550673304	9.803989757	9.676735656	9.712319102
RUVBL2	9.682232696	9.753119108	9.391218514	9.421107785	9.811648034	9.647733837	9.979458417
TMEM33	9.370956334	9.74242509	8.822073272	9.368721683	9.814304707	9.570148615	10.23512093
LINGO1	9.093203746	9.450054278	9.547483049	9.683619296	9.683900755	9.166982631	10.28210871
NAP1L4	9.683868223	9.617248069	9.698289529	9.568118341	9.765781357	9.674570677	9.684438065
ENPP4	9.300322925	9.832653793	9.195284284	9.111902918	9.949912774	9.648583789	9.700506271
PAK2	9.875391301	9.844891918	9.640503443	9.854225404	9.645295412	10.03858951	9.356120734
LPP	9.654694206	9.530440017	9.847871219	10.05227263	9.73675812	9.974798923	9.464547476
FKBP4	10.77381828	9.45708829	10.62581708	9.239382441	9.436968441	9.306946538	9.511768533
LYPLAL1	9.77524516	9.920236562	8.834563823	9.577732582	9.693251636	9.593366935	9.778671287
CHD1L	9.576803399	9.99089804	9.529181278	9.644902274	9.852651159	9.856496232	9.37433066
SBF1	9.599643163	9.71405156	9.369855837	9.617419974	10.00679279	9.607155687	9.948426637
PURG	9.945747055	9.737842913	9.587664951	9.64002447	9.83015533	9.726998892	9.735065736
USF2	9.960764282	9.656048524	9.968713591	9.981281157	9.757642193	9.626352468	9.426904765
BAG5	9.483197897	9.750577626	9.193941395	9.256898421	10.02404178	9.619084584	9.714484038
DNTTIP2	9.751157768	9.463086046	9.85862421	9.573366931	9.762993605	9.478679098	9.720978009
ELAVL2	8.951341617	8.634103279	9.646354605	9.334155975	9.92661374	7.920806638	10.73002627
KRT10	9.583656779	9.698092363	9.533134679	9.184823009	9.632793776	9.709514596	10.0624682
FAM96A	9.845475483	9.838423505	9.464598784	9.630271728	9.450588615	9.694423264	9.524400745
ZNF704	10.1015495	9.915792149	10.0730678	9.687090167	9.937606535	9.960679851	9.102078536
BACE1	9.536710912	9.751250041	9.843258355	9.662504106	9.548964863	9.791849666	9.418807038
DNAJC8	9.804550269	9.788845483	9.602174069	9.366530705	9.605863982	9.648658251	9.669320537
KATNAL1	9.595131899	9.707852858	9.855616823	9.711448876	9.676014357	9.558815209	9.425258303
FAM221A	9.593880224	9.920173435	10.33166588	9.648467399	9.075053768	9.814331569	9.407025809
IRF9	10.06178326	9.919350982	9.64636567	9.824238468	9.295925808	9.664985103	9.23891657
MAFF	10.68833099	10.02646455	10.3512878	10.38833048	9.608760349	8.90388959	8.866598636
ENDOD1	9.165902243	9.890810432	8.98727465	9.619440392	9.48194976	9.946688005	9.585969165
ATOX1	9.79368424	9.740933486	9.282946895	9.380364598	9.606807366	9.539810328	9.765548927
F3	9.690652716	9.518236165	8.952703538	10.52175936	8.484311538	9.483134714	10.19789977
ETS2	9.657045126	9.502444443	9.436885687	10.07551438	9.682637184	9.654020422	9.705527265
MRPL9	9.587083129	9.678661809	9.523484068	9.412721317	9.688830276	9.430421501	9.870274694
TEF	9.496605632	9.662442858	9.597870561	9.466369244	9.677990453	9.765512909	9.869336789
GIT1	9.744746031	9.959653928	9.818556102	9.415714832	10.10779562	9.737940005	9.565956431
IPO13	9.388521127	9.795076366	9.780387111	9.790155303	9.877047788	9.736993204	9.515218248
NCOR1	9.672522773	9.741402346	9.672522773	9.677866957	9.672522773	9.63651876	9.449379246
CCNC	9.273097509	9.430738665	9.018005073	9.230524748	9.402379294	9.561215141	10.54994718
N4BP2L1	9.185406518	9.447164349	9.320934478	9.860044788	9.337419774	9.644297477	9.621844342
PARP1	9.812781828	9.800189064	9.480159931	9.616274403	9.661835988	9.699749599	9.48678803
REXO2	9.961214058	9.661835988	9.670310728	9.596748416	9.556560682	9.594843111	9.715707621
SYTL2	8.633358368	9.702707528	10.15186499	10.64724234	8.563515478	9.551158994	9.406173553
TBC1D24	9.124636424	9.52982	9.416770191	9.443457685	9.389097293	9.514950208	10.28452473
AP1G1	9.374375905	9.788959938	9.39453237	9.445275801	9.952875164	9.685235993	9.896817194
LTA4H	9.571986588	9.663274678	9.524471197	9.363519841	9.582860339	9.547224986	9.788158816
WDR11	9.196921849	9.783524897	9.201561466	9.650800935	9.613563183	10.02004556	9.605272494
ATP8A2	8.886763113	9.550634432	9.276096729	8.880747885	9.92661374	9.188655154	10.51408979
HEG1	9.74090879	9.785431296	9.834394582	10.13880246	9.816774808	9.741319715	9.28024918
IMPDH2	9.784698574	9.763710568	9.166818274	9.782049773	9.400653403	9.669995612	9.358456869
IARS2	9.292546564	9.760107363	9.413987022	9.378741205	9.617142517	9.685788403	9.841746024
FOSL2	10.10544088	9.449064098	9.623077443	9.619054949	9.661802587	8.991292511	9.791700096
CBL	9.557960998	9.664871324	9.662467807	9.609076882	9.718797019	9.576900358	9.80630739
RIMS1	9.40497278	9.416670767	9.097231516	9.253162017	10.01050999	9.191647383	10.57197789
COL6A1	9.790715193	9.926074584	9.816809468	9.939603058	9.781114902	9.854665307	9.212501069
ENTPD6	9.183973269	9.603643074	9.091041779	9.351412612	9.729588788	9.380664753	10.34911462
FANCL	9.516600147	9.83313206	9.872934722	9.531342719	9.302609336	9.671813746	9.505769275
ATRN	9.158443264	9.626220827	9.09157032	9.213586505	9.748094867	9.580611261	10.1807144
UBE2Z	9.505515216	9.576910331	9.547136336	9.327742867	9.66894259	9.543913521	10.03188998
PAQR3	9.567042046	9.630243548	9.200992977	9.480489301	9.565077412	9.630243548	9.996517977
LAMTOR4	9.955961254	9.686678995	9.314560363	9.241302317	9.81354182	9.375704961	9.776758051
PLA2G4C	9.862405958	9.793509474	9.728084139	9.74031301	9.408488114	10.01451065	9.178748715
CCDC85B	9.730609325	9.729830441	9.457267727	9.264305583	10.40361999	9.422250333	10.1514474
CAND1	9.161702263	9.645914761	9.036262929	9.111604922	9.704365018	9.421226693	10.46967489
CHST15	9.771619636	9.703140138	9.454272658	9.227630717	9.976304002	9.617266288	9.730908216
SNX27	9.625104002	9.745161356	9.883346504	9.608562894	9.876566831	9.682652889	9.595911414
ODC1	9.759825785	9.488241464	9.281936182	9.794481667	9.316046471	9.626598016	9.616939885
FAF1	9.408885761	9.707326983	9.560372575	9.58250432	9.587201094	9.680315676	9.835281309
PLOD2	10.20079158	9.778537117	9.878658127	9.819873075	9.622121296	9.772743072	9.075305726
ESYT2	9.313574226	9.924327519	9.146130666	9.574741021	9.951752679	9.697187401	9.708771041
SOS2	9.519250786	9.761788987	9.867048083	9.783598209	9.573395669	9.894804633	9.422518673
POLR2K	9.337685046	9.607186383	9.563220234	9.488275596	9.610793056	9.202426078	9.975143412
AEBP2	9.629746972	9.812298052	9.585337145	9.190872986	9.678030915	9.599362619	9.795797276
BICD2	9.50479153	9.709523762	9.709040142	9.458632451	9.856601899	9.648624058	9.721084116
ACSBG1	9.988233367	9.846823434	9.135352718	10.36984498	9.502800174	9.936679661	8.728992409
MRPS6	10.62906185	9.633714802	10.13592304	9.055785045	9.636369247	9.173108116	9.68698776
GUCY1A2	9.314399408	9.238785313	9.883115219	9.449944068	10.13538639	9.102192164	9.825877761
GPATCH8	9.42206523	9.585365049	10.13058006	10.23102077	9.926273459	9.557090736	9.01432058
C1orf216	9.126047076	9.453388732	8.9814029	8.718261521	10.1082105	9.522250253	10.69937111
RMDN3	9.789599674	9.696623116	9.621104679	9.645716973	9.550201593	9.614723712	9.686746992
RANBP1	9.366505283	9.603604967	8.982701076	9.315429043	9.69647787	9.488804644	10.02490886
GLRX	9.86086086	9.135625352	9.350407453	9.19933078	9.513073927	9.244017777	10.98741498
UBXN1	9.731648768	9.815102288	9.703460478	9.571986588	9.729015569	9.543621987	9.49075037
TMCO1	9.698445419	9.698445419	8.901513526	9.500899338	9.355473033	9.63260352	9.675464134
CEP126	9.677456595	9.924725812	10.0851982	9.943894367	9.682752455	9.677456595	9.575021943
WIPI2	9.237026047	9.793368911	9.222265234	9.328248179	9.928678358	9.582708662	9.941010799
ZNF451	9.002753659	9.859380297	9.278584655	9.786663427	9.727864574	9.855202254	9.708025
TMEM35	9.153297573	8.934513376	8.65852447	8.112358391	10.30558066	9.51593102	11.11650367
FRMD5	9.894545197	9.681135775	10.14199368	9.653237291	9.617639742	9.800314341	8.925791356
UGCG	9.899657028	9.273235604	9.536575408	9.194347812	9.639481729	9.199951424	10.37916665
RAB27B	8.371812495	9.355075481	8.871974381	8.795077566	9.728072766	8.974863637	10.69210347
CREBBP	9.729199326	9.727015969	10.08243425	9.953979141	9.60443613	9.720652932	9.190702439
MRPL32	9.485811021	9.452563275	9.377876022	9.342753021	9.660927941	9.466605481	9.916731205
PPP2R2A	9.676241185	9.611743036	9.690392117	9.314624351	9.617410351	9.500394917	9.777219773
TSHZ1	10.10960411	9.405959623	10.15421151	9.600649135	9.354085576	9.577133865	9.500530956
PLEKHA3	9.643258911	9.764214864	9.629581409	9.265800876	9.928230001	9.50547377	9.980120357
MAP4K5	9.519822842	9.925725726	9.705477106	9.766112263	9.429327848	10.01706954	9.274072767
SENP6	9.463038762	9.629762919	9.556582217	9.620373566	9.625534501	9.65986943	9.395254851
FKSG49	9.464462003	9.424398444	10.09618546	9.969567676	9.772892996	9.806402826	9.465255996
LCMT1	9.192314345	9.648987889	9.025732915	9.045251734	9.889233309	9.469152919	10.11947163
TCEAL8	9.328436541	9.555495269	9.389986915	9.376319972	9.54245335	9.290536616	10.01364756
NNAT	8.876240992	10.05525449	8.992944119	9.106642022	9.612593355	9.169513824	10.37783732
SEMA6A	9.079552697	9.483717179	10.00938895	10.15237479	10.10278097	10.19407455	9.140030711
INIP	9.400693869	9.585082641	9.52312257	9.171599326	9.770509286	9.48894204	9.778555465
ACP1	9.161557862	9.578296127	8.89785647	9.120067281	9.663615923	9.334765271	10.35938595
HMGN4	9.455371817	9.628792086	9.384837189	9.572730412	9.603445985	9.603445985	9.969629517
ZNF423	9.684745876	9.89346217	9.497735288	9.630845127	9.557089897	9.763470091	9.170362955
PPFIA2	9.603180958	9.39226235	9.221167988	9.419912871	9.504531831	9.811293913	9.869812575
MRPL36	9.866626689	9.675423732	9.461792969	9.303900184	9.710748488	9.309333661	9.777066447
CRYL1	9.930248143	9.99220152	8.867521105	9.781114902	9.673928577	9.687830163	9.16252914
DMD	8.928539484	9.80979221	9.475308497	9.154490471	9.50441165	9.716379662	9.924606761
BRWD1	8.401718563	9.415957643	8.309453731	8.663471518	9.340374055	9.418256505	10.93462348
SNRK	9.376563451	9.627547394	9.169642556	9.361398792	9.934547176	9.36757045	9.942028932
DNAJC5	9.125987613	9.554458882	9.089939769	9.02821832	9.901932844	9.497625531	10.26424259
EPRS	9.54582465	9.625028658	9.345174884	9.416982305	9.686696971	9.574164161	9.768446523
EP400	9.359816545	9.831969716	9.33322805	9.407906242	9.699834556	9.823584417	9.69006925
RAB3C	8.636071565	9.412154703	8.462170412	7.684179613	10.28980415	8.742969042	11.12184886
MBD3	9.825315798	9.609762676	10.06089254	9.80071236	10.11445976	9.617730953	9.294726116
FARP1	9.167919966	10.21103142	9.501261634	9.459423177	10.27794328	9.694810173	9.472686603
PCDH19	8.920397793	9.827979747	8.756190706	8.485127962	9.894309311	9.68971156	10.41681533
TCEA2	9.345236655	9.618478546	8.968408279	9.305611392	9.627427355	9.410432243	10.08338325
GGCT	9.290541003	9.410130146	9.089678847	9.284636432	9.657918789	9.595402877	10.24951732
GLUD2	9.330965407	9.682422859	8.954087612	9.489498586	8.96087637	9.475848406	9.223875854
ANXA1	10.37410843	10.10294404	9.380195971	10.29691476	8.782658013	9.952391487	8.975316439
MID1IP1	10.10417086	10.29194062	9.98856302	9.683979957	9.947454514	9.674570677	9.057386138
SMIM15	9.681606506	9.780795991	9.352687327	9.357128432	9.633879892	9.341798543	9.614319705
C19orf60	9.237703448	9.585145685	8.857509112	9.214770799	9.825760813	9.561168268	9.983199903
RASA2	9.539142946	9.661146089	9.662435167	9.840781092	9.454173366	8.60077336	9.924652248
SNAP23	10.07403832	9.773640045	9.934699596	9.573960254	9.516350493	9.727975751	9.110190804
TANC1	9.717630597	9.533435528	9.277451336	9.518373866	9.739068296	9.676994687	10.25718106
IQGAP1	9.793537902	10.06521927	9.964625481	9.638565954	9.876566831	9.904851294	9.105897495
RAB9A	9.932165439	9.891720628	9.422157656	9.312750462	9.636407143	9.720803549	9.206928052
ARHGEF10	9.890314556	9.785551173	9.850872495	9.98339815	9.75191001	9.799892909	9.00819769
RAB2B	9.695137319	9.677136222	9.475879932	9.343724545	9.706194277	9.474439756	9.770272471
UBE2G2	9.58506158	9.64268476	9.521485793	9.616696246	9.703121398	9.707746101	9.661384696
UBR2	9.450823658	9.694101117	9.647353358	9.647353358	9.627497131	9.639481729	9.427942957
TRAPPC3	9.954627898	9.669586913	9.54278944	9.551761882	9.917829409	9.616681165	9.648410542
HS6ST1	9.851231931	9.686898882	9.666225564	9.538516566	9.601335379	9.560015901	9.45523364
MZT1	9.297491784	9.613956968	9.060756071	8.931530167	9.686716021	9.233319593	10.20972401
FBXL14	9.627427355	9.562837242	9.7281304	9.032761457	9.627427355	9.330010541	9.691329909
PCSK2	8.091465132	9.741917369	8.686295994	8.528694358	9.892109141	9.48175181	10.61979126
URGCP	9.453672674	9.622776902	9.564904258	9.517471631	9.848716158	9.530128623	9.629896086
LCOR	9.692275893	9.511541657	10.38032452	9.60245037	9.508449779	9.509188456	9.204477431
GGNBP2	9.407697048	9.632228144	9.03368687	9.094117607	9.768236821	9.55654694	10.00655562
TARSL2	9.271381816	9.76868923	9.912096259	9.46787644	9.830370106	9.814561717	9.373795325
GATSL2	9.652414387	9.735722829	9.694437608	9.8619299	9.905443506	9.664567835	9.28226668
SYT17	9.22025066	9.679057391	9.105394991	9.067514949	9.88592566	9.453353968	9.972668853
TPD52L2	9.691413364	9.667702825	9.911428146	9.83779745	9.504294454	9.569212735	9.523325479
TMEM151B	9.137199078	9.372838734	9.300863265	9.055167045	10.55831454	9.258836835	10.25291031
PITRM1	9.321375708	9.603012173	9.224126852	9.504626541	9.785236557	9.553725124	9.870091588
C14orf159	9.668377317	9.648987889	9.61935769	9.920035143	9.551654997	9.700844012	9.31084348
AVL9	9.030165114	9.610413768	8.744331615	9.114849631	9.842687124	9.511946155	10.25520096
CHERP	9.420411495	9.549698009	9.569176436	9.630537505	9.637671749	9.58990007	9.765886798
SNAPIN	9.868311529	9.754733381	9.404532699	9.65897768	9.469153071	9.636278319	9.352391635
TMEM206	9.518150236	9.898457242	9.303343395	9.079137524	9.466559928	9.764154145	9.351090382
RBMS1	9.882623256	9.521209592	10.34430082	10.3542852	9.484156771	9.350849836	9.343305523
NRIP1	8.967436002	9.676418834	9.159380514	9.143583528	9.815144191	9.564200111	9.723081102
MGAT5	9.600818051	9.719395416	9.600818051	9.560325579	9.919148027	9.548353835	9.492925505
CLPTM1L	9.56326366	9.678294437	9.516634364	9.231517401	9.639618835	9.501365261	9.970951859
C8orf59	9.692275893	9.555572066	9.575714737	9.52911521	9.450544327	9.269230514	9.750004307
HEBP1	9.833854446	9.830807166	9.419986045	9.257010657	9.567499389	9.54078656	9.551433658
RBBP6	9.773754054	9.396047666	10.57824061	10.15863783	9.707118268	9.481573981	9.187657438
SNX17	9.517639287	9.654735128	9.132380749	9.447487986	9.708728887	9.486353542	10.05606589
CERS6	9.328918021	9.240317674	9.104926679	8.879404339	9.934104893	9.204801606	10.31417416
VAT1	9.789219536	9.787012616	9.876566831	9.767106221	9.62942005	9.64603198	9.384858367
BABAM1	9.289751187	9.566082744	9.075634549	9.12420475	9.829885242	9.469925737	10.1169482
DCLK2	9.724259202	9.80698459	9.39803534	9.637432369	9.503281452	9.571986588	9.696326769
RNF181	9.491136132	9.614077273	9.124147264	9.404380047	9.504910287	9.434661555	9.890379228
DCP2	9.227223238	9.559178483	9.157664872	9.469898102	9.580114394	9.677085263	10.10299802
CCDC82	9.13020551	9.267714016	9.648454386	9.98481612	9.66166669	9.899954969	9.617596816
BAG1	9.733967976	9.576920422	9.424480648	9.684403184	9.725499116	9.520192869	9.572556152
SMAP2	8.584077536	9.566761503	8.581076897	9.34929125	9.714741388	9.639481729	10.22977967
PABPC4	9.333543919	9.769122341	9.372641768	9.36341352	9.562975214	9.57807606	9.641782061
PAMR1	10.00013816	9.83680228	8.77194243	10.07606036	9.374714973	9.661397103	9.072386018
MEGF8	9.736303145	9.590307625	9.675641568	9.760252149	9.707252378	9.53517805	9.590307625
STRADB	9.776250526	9.714606536	9.544026718	9.751862972	9.852857514	9.514986968	9.560742313
PRPF19	9.383532797	9.420282944	9.262476977	9.382694276	9.754302974	9.447150406	9.88095902
ILK	9.73011785	9.749043092	9.479925376	9.828630942	9.632096879	9.453960061	9.405441222
TTC37	8.897720545	9.666846554	9.311935044	9.808238898	9.433112615	9.746184743	9.89582413
NF2	9.772892996	9.799887517	9.579548659	9.53002631	10.14750287	9.670495452	9.545376531
NELFCD	9.80574328	9.69661724	9.428974783	9.60586503	9.536530261	9.619862738	9.50284538
GTF2A2	9.567499389	9.589145115	9.437212765	9.42755174	9.579720065	9.484135865	9.854285399
CKAP5	9.242293078	9.684250742	8.905604158	9.232660899	9.608398914	9.575374851	10.01609755
HADHA	9.687828294	9.716543921	9.391801602	9.732796961	9.600939817	9.674841368	9.332661047
SULT4A1	8.853269156	9.387695733	9.008814107	9.018922809	10.08605871	9.285801301	10.46332536
SH3BGRL2	9.442700587	9.344125639	9.202058632	9.204911663	9.391983916	9.59432055	10.43589349
TMEM170A	9.82861452	9.628948442	9.568996759	9.712854793	9.440879542	9.943361632	9.28089104
JKAMP	9.501048672	9.630243548	9.136765093	9.050990761	9.416207493	9.630243548	9.913040247
GLT8D1	9.295263672	9.666846554	9.267966412	9.407095112	9.553619001	9.676356083	9.738301038
ANKRD9	9.426612666	9.713364258	9.267284652	9.692997513	9.798569165	9.469485287	9.817876858
TBL1X	9.976557465	9.772731035	10.05414639	9.996455197	9.894591468	9.658918622	8.935936969
TUBG2	9.047708294	9.781872691	9.28131057	9.651529068	9.561436805	9.43072061	9.785282669
TTC14	9.197786407	9.743771208	9.284917982	9.662795934	9.29782452	9.976231515	9.621778423
KCNJ3	9.267926776	9.632228144	8.495255818	8.304091051	10.25583597	9.396285138	10.58736131
GNAZ	9.273439852	9.702071527	9.781431155	9.273235604	9.901666646	9.636683529	9.907212644
TRIM22	10.62632813	9.731219896	9.137738747	9.89451882	9.268176913	9.430028169	9.410082945
IQCA1	9.686817727	9.604866135	9.697514877	9.997506198	9.526715075	9.98548722	9.020943972
TIMM10	9.630932273	9.447150406	8.577212732	9.300532378	9.506586812	9.26374026	9.742511355
SNRPA1	9.119377663	9.558822583	9.163364007	9.436708753	9.58626894	9.353819994	10.32098365
HDAC11	9.598113005	9.660110367	9.885593456	9.704606047	9.50373316	9.696335332	9.219488549
TNRC6A	9.410223039	9.631129338	9.702912434	9.930455176	9.687512086	9.647342403	9.303960844
PLTP	9.848591105	10.15258741	8.742389616	9.817145153	9.319273286	9.737839994	9.03690731
ZFAND2A	9.531576793	9.260536708	9.462283645	8.72663534	9.44744885	9.12876477	9.968773256
BCR	9.581206005	9.388783049	9.040988142	9.674513519	9.669191793	9.807407256	10.04635168
TIMP1	10.02070287	9.432430252	10.02239273	10.29463757	9.186886491	9.499430755	9.223242495
ARHGDIB	9.722633322	9.583656779	9.401474698	9.877890551	9.252528634	9.631956795	9.349283298
GRIN2A	8.500242203	9.451788142	9.053369411	8.658733534	9.845544416	9.395388356	10.58712608
CHMP2B	9.317280536	9.606680111	8.968049853	9.264128898	9.515047062	9.542328191	9.981121342
PPIF	9.757291592	9.673879649	9.195341675	9.516643274	9.563251175	9.404243133	9.657679858
SEC24B	9.503031009	9.602857359	9.333737239	9.275463984	9.337771387	9.675700956	9.816019351
ARHGAP44	9.376097271	9.510980578	9.081913165	8.830402137	10.31929827	9.441125327	10.17917628
PPP4R1	9.722568339	9.734988031	9.680976006	9.76952859	9.607356106	9.767505116	9.177762051
CTSA	9.283411914	9.474044881	9.433502691	9.823424978	9.615208792	9.480131628	9.469013778
BRAF	9.00341762	9.534530218	9.08065463	9.348800073	9.68576357	9.408040541	10.19061698
SLC16A9	10.08789361	9.954904466	9.165732349	9.961163542	9.708118461	9.885123498	8.0371633
ITGA7	9.99034046	9.590307625	9.406707996	10.11205284	9.284481977	9.797826424	9.557090736
IAH1	9.417921069	9.545378297	9.218457498	9.183354061	9.5171965	9.354338376	9.941016191
NUPR1	10.91007985	9.619445948	9.889599532	9.996535416	9.51199253	9.554921484	8.627608507
SLC31A2	9.628018561	9.667854277	9.826800813	9.463219219	9.578176682	9.568130329	9.22004826
SPSB3	9.69533389	9.719782786	9.456231828	9.732060705	9.726194657	9.760456082	9.40825662
PIM3	9.645604508	9.523559471	9.922652639	9.705597287	9.800695282	9.40994977	9.679383363
ZDHHC2	9.80974731	9.759639701	9.455316318	9.813680521	9.489043706	9.301534572	9.248220323
NAPEPLD	9.138803303	9.54151159	9.447081935	9.602843513	9.433307528	9.779088042	9.449196711
C6orf89	9.377929	9.718199315	9.29231526	9.59165082	9.724476018	9.599886345	9.528606617
R3HDM4	9.488548373	9.61478778	9.634380223	9.576706401	9.588032668	9.572205579	9.622191118
STRA13	10.10451753	9.754234559	9.501301186	9.322105143	9.719696633	9.561553218	9.560099879
SFSWAP	9.323214723	9.691633974	9.971800171	9.756816538	9.707358445	9.647680412	9.234655213
WDR45	9.604999277	9.614775225	9.282141666	9.763869879	9.869542625	9.536222051	9.658329576
NAGK	9.635625457	9.657132879	9.430759402	9.302465557	9.6252298	9.632674423	9.536590077
MON1B	9.493057713	9.686485866	9.595911414	9.54151159	9.572356392	9.58813251	9.443067696
EXOC6B	9.17884128	9.608581502	9.35300778	9.335006005	9.80815773	9.610186805	9.71975556
ECH1	9.621868467	9.814825052	9.267309568	9.426308176	9.734784854	9.636873542	9.487976816
11-Sep	9.663040485	9.702612344	9.592155884	9.900268471	9.374832672	9.808724003	9.097746411
ID1	9.161560697	10.01615622	8.526473349	10.25042513	9.756987097	9.764548574	9.279479855
BTRC	9.209683434	9.652740296	9.165890715	9.100032019	9.659891733	9.51008649	10.02842605
GAS6	9.590761143	9.569363588	9.629685608	9.744348059	9.63671078	9.648091503	9.550462112
NGEF	9.183406683	9.015368625	9.502891171	9.680976006	8.976570488	9.386845596	9.620561116
C10orf10	11.01005275	9.529389226	9.967118929	10.56801149	9.182097573	9.391026467	9.23891657
PDE1C	9.267926776	9.863367608	9.780327652	9.755692713	10.13306718	10.02090876	8.95181932
SETD5	9.400813751	9.649059562	9.832653793	9.774434241	9.816302228	9.567192774	9.306368523
ANKRD28	9.453864689	9.939402055	9.606424343	9.791236557	9.588434848	9.774241609	9.347438327
SOS1	9.711924403	9.684063164	9.764892109	9.588264475	9.64437344	9.600649135	9.50374188
KDM3A	9.903162411	9.876751643	9.443475562	9.815447086	9.615059107	9.929868735	8.799144096
SRGAP2C	9.145363403	9.236109484	9.831202319	9.642858157	9.905828383	9.689901016	9.713597008
VEGFA	10.43675955	9.54136808	9.550061318	10.4804464	9.54136808	8.722744534	8.643711958
TNK2	9.375852187	9.576015756	9.796977231	9.870480596	9.802128217	9.497553859	9.317992085
PDE8B	9.571276504	9.205527761	9.244125127	9.282975099	9.443952716	9.528095371	9.824856805
BHLHE22	9.888100829	9.97026819	7.947494839	7.232623741	10.28984678	9.375903278	10.81919365
MICU1	9.168088718	9.499471951	9.180883523	9.068826518	9.730602526	9.443597237	10.06016681
ARL1	9.190059496	9.61286719	8.839019706	9.184651778	9.688145622	9.389652366	10.16682925
KCNJ9	9.031214058	9.366713622	9.443279794	9.606950223	9.902391548	9.484477794	10.14794003
CIZ1	9.701741448	9.61259814	9.968670489	9.843567476	9.694648734	9.379645679	9.199831506
WDR6	9.589219293	9.748668486	9.917047399	9.734456763	9.801561682	9.617779624	9.050852214
MBOAT2	9.887458775	9.823201972	9.579291038	9.680932595	9.6901442	9.604866135	9.463339225
VCP	9.403058787	9.418739024	9.179733255	9.296365116	9.701242455	9.519777587	9.963128296
DDX21	10.00271962	9.511098089	9.714016627	9.332170861	9.394149439	9.54555381	9.781885109
SEC23B	9.347122261	9.831161259	8.985796678	9.477951792	9.295466054	9.558830735	9.993150818
SMAP1	8.98694795	9.490026771	8.606287119	9.146362132	9.565077412	9.352314728	10.49236371
KBTBD2	9.666809653	9.564904258	9.725897862	9.613169301	9.761732782	9.553167071	9.300094153
SS18L1	9.085136152	9.532153563	9.556608445	9.430149733	9.707870928	9.357779095	9.743543919
DCK	9.370956334	9.526118182	9.018435722	8.933695729	9.4581882	9.578283306	9.979666506
SETD1B	9.637046786	9.614701816	9.638048078	9.622282859	9.727047511	9.720273094	9.406370758
KIAA2026	9.28093099	9.595911414	9.566577051	9.370017869	9.526847969	9.601108251	9.68158717
ICA1L	9.433734124	9.51666172	9.479146251	9.575887645	9.664787044	9.581968744	9.405174176
TUBGCP3	9.030683763	9.579437303	9.187349497	9.54151159	9.954553948	9.723093607	9.680508776
CRTAP	9.799334249	9.754865876	9.926883243	10.08361906	9.466599499	9.7413956	8.93671203
TPGS2	9.459125598	9.463841487	9.414319964	9.629277669	9.658705328	9.251956098	9.851231931
GPSM1	9.603012173	9.603012173	9.860106711	9.872521787	9.673669152	9.604269728	9.012884168
ACOX1	9.551190573	9.618740175	9.015323694	9.70777572	9.635389993	9.71429876	9.623353705
OAZ2	9.59891024	9.488325726	9.203555383	9.112823183	9.587660093	9.505367834	10.02728107
MKKS	9.372597762	9.448870659	9.187207535	9.04378597	9.663838161	9.417203952	10.13860898
CCSER2	8.961114938	9.638988323	9.149076008	8.98770726	9.695436804	9.516374214	10.1185114
CHD2	9.333487767	9.719911093	9.625128171	9.579048279	9.753837577	9.698118062	9.337993238
PIH1D1	9.413949467	9.547123315	9.204834361	9.523499152	9.60916307	9.498178634	9.703103535
XRN1	9.406370758	9.675674396	9.651695278	9.748653932	9.700909808	9.743971356	9.604866135
AP1G2	9.548008758	9.394771532	9.598825835	9.932438027	10.0431263	9.497788612	9.055212131
ACTR3B	8.858037571	9.652540219	8.472787463	8.576198436	9.614267723	9.543472445	10.71070046
KCTD13	9.266305279	9.779090481	8.87446714	9.079108718	10.07449948	9.478205966	9.736859609
ACBD3	9.418616922	9.465593225	9.408180424	9.305128303	9.525940288	9.562822342	9.802128217
RAB1B	9.444191025	9.571986588	9.35421746	9.485927745	9.64986226	9.564904258	9.588264475
